time,wx,wy,wz,yaw,pitch,roll
2024-10-14T10:27:45.654Z,-0.2007,0.3262,0.0976,0.1995,0.5730,0.0385
2024-10-14T10:27:45.663Z,-0.1602,0.3239,0.0977,0.2014,0.5704,0.0425
2024-10-14T10:27:45.674Z,-0.0851,0.3424,0.1052,0.2033,0.5692,0.0467
2024-10-14T10:27:45.684Z,-0.0180,0.3669,0.1122,0.2033,0.5692,0.0467
2024-10-14T10:27:45.695Z,0.0197,0.3887,0.1069,0.2053,0.5693,0.0514
2024-10-14T10:27:45.704Z,0.0154,0.3979,0.0884,0.2069,0.5695,0.0567
2024-10-14T10:27:45.714Z,-0.0118,0.4029,0.0714,0.2069,0.5695,0.0567
2024-10-14T10:27:45.724Z,-0.0365,0.3678,0.0323,0.2078,0.5692,0.0621
2024-10-14T10:27:45.734Z,-0.0519,0.3260,-0.0011,0.2079,0.5685,0.0671
2024-10-14T10:27:45.745Z,-0.0682,0.3012,-0.0068,0.2079,0.5685,0.0671
2024-10-14T10:27:45.754Z,-0.0943,0.2920,-0.0244,0.2077,0.5672,0.0717
2024-10-14T10:27:45.765Z,-0.1074,0.3338,-0.0319,0.2073,0.5656,0.0771
2024-10-14T10:27:45.774Z,-0.0996,0.4119,-0.0289,0.2073,0.5656,0.0771
2024-10-14T10:27:45.784Z,-0.0610,0.4709,-0.0346,0.2069,0.5643,0.0841
2024-10-14T10:27:45.796Z,0.0177,0.4719,-0.0451,0.2061,0.5646,0.0916
2024-10-14T10:27:45.804Z,0.1285,0.4169,-0.0392,0.2061,0.5646,0.0916
2024-10-14T10:27:45.814Z,0.2383,0.3370,-0.0185,0.2052,0.5673,0.0978
2024-10-14T10:27:45.824Z,0.3176,0.2267,-0.0285,0.2041,0.5719,0.1019
2024-10-14T10:27:45.834Z,0.3462,0.1365,-0.0588,0.2041,0.5719,0.1019
2024-10-14T10:27:45.844Z,0.3152,0.0842,-0.0693,0.2023,0.5768,0.1047
2024-10-14T10:27:45.854Z,0.2476,0.1118,-0.0425,0.2011,0.5804,0.1073
2024-10-14T10:27:45.864Z,0.1750,0.2285,-0.0219,0.2011,0.5804,0.1073
2024-10-14T10:27:45.874Z,0.1165,0.3367,-0.0133,0.2005,0.5826,0.1120
2024-10-14T10:27:45.884Z,0.0779,0.3737,0.0181,0.2006,0.5838,0.1175
2024-10-14T10:27:45.894Z,0.0610,0.3347,0.0440,0.2006,0.5838,0.1175
2024-10-14T10:27:45.904Z,0.0553,0.2282,0.0525,0.2014,0.5848,0.1214
2024-10-14T10:27:45.914Z,0.0471,0.1068,0.0283,0.2017,0.5855,0.1229
2024-10-14T10:27:45.924Z,0.0451,-0.0050,-0.0006,0.2017,0.5855,0.1229
2024-10-14T10:27:45.934Z,0.0433,-0.0372,-0.0163,0.2015,0.5862,0.1227
2024-10-14T10:27:45.945Z,0.0336,-0.0354,-0.0357,0.2008,0.5866,0.1227
2024-10-14T10:27:45.954Z,0.0146,-0.0228,-0.0337,0.2008,0.5866,0.1227
2024-10-14T10:27:45.964Z,-0.0146,0.0065,-0.0264,0.2003,0.5866,0.1229
2024-10-14T10:27:45.974Z,-0.0319,0.0660,-0.0469,0.1994,0.5861,0.1245
2024-10-14T10:27:45.984Z,-0.0289,0.1056,-0.0861,0.1994,0.5861,0.1245
2024-10-14T10:27:45.994Z,-0.0059,0.1100,-0.1192,0.1976,0.5858,0.1273
2024-10-14T10:27:46.005Z,0.0210,0.1067,-0.0996,0.1959,0.5860,0.1300
2024-10-14T10:27:46.014Z,0.0276,0.1440,-0.0396,0.1959,0.5860,0.1300
2024-10-14T10:27:46.024Z,0.0008,0.2596,0.0093,0.1956,0.5863,0.1332
2024-10-14T10:27:46.035Z,-0.0654,0.4140,0.0399,0.1965,0.5854,0.1390
2024-10-14T10:27:46.044Z,-0.1527,0.5423,0.0663,0.1965,0.5854,0.1390
2024-10-14T10:27:46.054Z,-0.2271,0.5926,0.1021,0.1985,0.5828,0.1465
2024-10-14T10:27:46.064Z,-0.2710,0.5242,0.1145,0.2013,0.5790,0.1527
2024-10-14T10:27:46.074Z,-0.2798,0.3728,0.1244,0.2013,0.5790,0.1527
2024-10-14T10:27:46.084Z,-0.2582,0.2068,0.1064,0.2042,0.5753,0.1554
2024-10-14T10:27:46.095Z,-0.2133,0.0816,0.0953,0.2065,0.5724,0.1555
2024-10-14T10:27:46.104Z,-0.1585,-0.0157,0.0896,0.2065,0.5724,0.1555
2024-10-14T10:27:46.114Z,-0.1327,-0.0104,0.1114,0.2087,0.5705,0.1541
2024-10-14T10:27:46.124Z,-0.1346,0.1157,0.1414,0.2116,0.5687,0.1545
2024-10-14T10:27:46.134Z,-0.1562,0.2799,0.1644,0.2116,0.5687,0.1545
2024-10-14T10:27:46.144Z,-0.1572,0.3938,0.1764,0.2150,0.5668,0.1578
2024-10-14T10:27:46.154Z,-0.1274,0.4175,0.1841,0.2186,0.5654,0.1621
2024-10-14T10:27:46.164Z,-0.0688,0.3717,0.1880,0.2186,0.5654,0.1621
2024-10-14T10:27:46.174Z,-0.0146,0.2840,0.1854,0.2219,0.5653,0.1654
2024-10-14T10:27:46.184Z,0.0162,0.1402,0.1742,0.2250,0.5659,0.1659
2024-10-14T10:27:46.194Z,0.0178,-0.0123,0.1695,0.2250,0.5659,0.1659
2024-10-14T10:27:46.204Z,0.0004,-0.0902,0.1722,0.2280,0.5664,0.1636
2024-10-14T10:27:46.214Z,-0.0218,-0.0821,0.1993,0.2315,0.5666,0.1606
2024-10-14T10:27:46.224Z,-0.0321,-0.0368,0.2373,0.2315,0.5666,0.1606
2024-10-14T10:27:46.234Z,-0.0341,0.0254,0.2611,0.2360,0.5667,0.1582
2024-10-14T10:27:46.244Z,-0.0181,0.0941,0.2675,0.2407,0.5672,0.1572
2024-10-14T10:27:46.254Z,0.0024,0.1968,0.2761,0.2407,0.5672,0.1572
2024-10-14T10:27:46.264Z,0.0055,0.2852,0.2979,0.2458,0.5679,0.1583
2024-10-14T10:27:46.276Z,-0.0158,0.3245,0.3149,0.2513,0.5684,0.1602
2024-10-14T10:27:46.284Z,-0.0557,0.3364,0.3237,0.2513,0.5684,0.1602
2024-10-14T10:27:46.294Z,-0.1155,0.3503,0.3279,0.2573,0.5679,0.1622
2024-10-14T10:27:46.304Z,-0.1814,0.3942,0.3277,0.2636,0.5660,0.1648
2024-10-14T10:27:46.313Z,-0.2609,0.4353,0.3348,0.2636,0.5660,0.1648
2024-10-14T10:27:46.324Z,-0.3115,0.4383,0.3317,0.2702,0.5626,0.1679
2024-10-14T10:27:46.335Z,-0.3190,0.4235,0.3111,0.2766,0.5587,0.1709
2024-10-14T10:27:46.344Z,-0.2900,0.3929,0.3002,0.2766,0.5587,0.1709
2024-10-14T10:27:46.353Z,-0.2442,0.3635,0.3055,0.2827,0.5556,0.1735
2024-10-14T10:27:46.365Z,-0.1851,0.3400,0.3182,0.2889,0.5537,0.1754
2024-10-14T10:27:46.374Z,-0.1280,0.3307,0.3374,0.2889,0.5537,0.1754
2024-10-14T10:27:46.384Z,-0.0678,0.3444,0.3541,0.2952,0.5531,0.1773
2024-10-14T10:27:46.394Z,-0.0082,0.3353,0.3739,0.3017,0.5540,0.1790
2024-10-14T10:27:46.404Z,0.0452,0.3128,0.3878,0.3017,0.5540,0.1790
2024-10-14T10:27:46.413Z,0.0742,0.2829,0.3792,0.3082,0.5559,0.1801
2024-10-14T10:27:46.424Z,0.0698,0.2589,0.3422,0.3139,0.5579,0.1811
2024-10-14T10:27:46.434Z,0.0366,0.2609,0.3106,0.3139,0.5579,0.1811
2024-10-14T10:27:46.445Z,-0.0117,0.2778,0.3040,0.3192,0.5589,0.1825
2024-10-14T10:27:46.454Z,-0.0620,0.2810,0.3211,0.3251,0.5590,0.1837
2024-10-14T10:27:46.465Z,-0.0857,0.2870,0.3594,0.3251,0.5590,0.1837
2024-10-14T10:27:46.475Z,-0.0984,0.3122,0.4003,0.3320,0.5587,0.1847
2024-10-14T10:27:46.485Z,-0.0919,0.3523,0.4023,0.3393,0.5584,0.1861
2024-10-14T10:27:46.494Z,-0.0823,0.3876,0.4044,0.3393,0.5584,0.1861
2024-10-14T10:27:46.504Z,-0.0603,0.4213,0.4098,0.3466,0.5585,0.1884
2024-10-14T10:27:46.514Z,-0.0425,0.4178,0.4102,0.3538,0.5591,0.1909
2024-10-14T10:27:46.524Z,-0.0161,0.3781,0.3913,0.3538,0.5591,0.1909
2024-10-14T10:27:46.534Z,0.0088,0.2995,0.3616,0.3604,0.5601,0.1926
2024-10-14T10:27:46.544Z,-0.0000,0.2190,0.3369,0.3604,0.5601,0.1926
2024-10-14T10:27:46.554Z,-0.0423,0.1913,0.3249,0.3663,0.5610,0.1929
2024-10-14T10:27:46.563Z,-0.1040,0.2055,0.3011,0.3720,0.5608,0.1929
2024-10-14T10:27:46.575Z,-0.1534,0.2347,0.2757,0.3773,0.5593,0.1937
2024-10-14T10:27:46.584Z,-0.1700,0.2785,0.2622,0.3773,0.5593,0.1937
2024-10-14T10:27:46.594Z,-0.1360,0.3297,0.2725,0.3825,0.5578,0.1956
2024-10-14T10:27:46.605Z,-0.0634,0.3548,0.2776,0.3876,0.5578,0.1984
2024-10-14T10:27:46.614Z,0.0273,0.3828,0.2805,0.3876,0.5578,0.1984
2024-10-14T10:27:46.624Z,0.1110,0.3972,0.2836,0.3922,0.5596,0.2019
2024-10-14T10:27:46.634Z,0.1668,0.3841,0.2634,0.3922,0.5596,0.2019
2024-10-14T10:27:46.644Z,0.1939,0.3246,0.2284,0.3962,0.5628,0.2056
2024-10-14T10:27:46.654Z,0.1840,0.2361,0.2045,0.3993,0.5663,0.2082
2024-10-14T10:27:46.665Z,0.1333,0.1963,0.2018,0.4023,0.5688,0.2097
2024-10-14T10:27:46.674Z,0.0538,0.2069,0.2062,0.4023,0.5688,0.2097
2024-10-14T10:27:46.684Z,-0.0511,0.2567,0.1908,0.4057,0.5695,0.2114
2024-10-14T10:27:46.695Z,-0.1548,0.2971,0.1719,0.4093,0.5678,0.2139
2024-10-14T10:27:46.704Z,-0.2550,0.3006,0.1508,0.4093,0.5678,0.2139
2024-10-14T10:27:46.714Z,-0.3093,0.2596,0.1396,0.4129,0.5641,0.2163
2024-10-14T10:27:46.725Z,-0.2986,0.1718,0.1405,0.4164,0.5602,0.2170
2024-10-14T10:27:46.735Z,-0.2302,0.0340,0.1336,0.4164,0.5602,0.2170
2024-10-14T10:27:46.744Z,-0.0993,-0.0942,0.1136,0.4191,0.5582,0.2152
2024-10-14T10:27:46.755Z,0.0572,-0.1746,0.0581,0.4200,0.5592,0.2124
2024-10-14T10:27:46.764Z,0.1732,-0.1953,0.0121,0.4200,0.5592,0.2124
2024-10-14T10:27:46.774Z,0.2196,-0.1398,-0.0284,0.4191,0.5621,0.2104
2024-10-14T10:27:46.785Z,0.1827,-0.0167,-0.0543,0.4176,0.5645,0.2111
2024-10-14T10:27:46.794Z,0.0919,0.1695,-0.0514,0.4176,0.5645,0.2111
2024-10-14T10:27:46.804Z,-0.0111,0.3583,-0.0408,0.4167,0.5650,0.2157
2024-10-14T10:27:46.814Z,-0.1057,0.4800,-0.0355,0.4167,0.5650,0.2157
2024-10-14T10:27:46.824Z,-0.1657,0.4959,-0.0361,0.4164,0.5634,0.2230
2024-10-14T10:27:46.834Z,-0.1904,0.4113,-0.0440,0.4164,0.5607,0.2299
2024-10-14T10:27:46.844Z,-0.1663,0.3052,-0.0469,0.4164,0.5607,0.2299
2024-10-14T10:27:46.854Z,-0.1234,0.1707,-0.0539,0.4163,0.5581,0.2346
2024-10-14T10:27:46.864Z,-0.0667,0.0525,-0.0637,0.4157,0.5565,0.2367
2024-10-14T10:27:46.874Z,-0.0307,-0.0112,-0.0533,0.4157,0.5565,0.2367
2024-10-14T10:27:46.884Z,-0.0215,-0.0097,-0.0308,0.4149,0.5558,0.2371
2024-10-14T10:27:46.895Z,-0.0541,0.0547,-0.0078,0.4148,0.5553,0.2376
2024-10-14T10:27:46.904Z,-0.1263,0.1625,0.0085,0.4148,0.5553,0.2376
2024-10-14T10:27:46.914Z,-0.2096,0.2721,0.0095,0.4155,0.5535,0.2397
2024-10-14T10:27:46.924Z,-0.2622,0.3235,0.0179,0.4167,0.5501,0.2437
2024-10-14T10:27:46.934Z,-0.2583,0.2896,0.0262,0.4167,0.5501,0.2437
2024-10-14T10:27:46.944Z,-0.2040,0.2247,0.0290,0.4182,0.5465,0.2473
2024-10-14T10:27:46.954Z,-0.1240,0.1360,0.0145,0.4193,0.5442,0.2495
2024-10-14T10:27:46.964Z,-0.0661,0.0510,-0.0019,0.4193,0.5442,0.2495
2024-10-14T10:27:46.974Z,-0.0713,-0.0048,-0.0335,0.4195,0.5431,0.2503
2024-10-14T10:27:46.985Z,-0.1155,-0.0143,-0.0423,0.4192,0.5418,0.2504
2024-10-14T10:27:46.995Z,-0.1620,0.0126,-0.0404,0.4192,0.5418,0.2504
2024-10-14T10:27:47.004Z,-0.1788,0.0397,-0.0484,0.4192,0.5395,0.2507
2024-10-14T10:27:47.014Z,-0.1630,0.0435,-0.0692,0.4189,0.5372,0.2517
2024-10-14T10:27:47.024Z,-0.1252,0.0194,-0.0928,0.4189,0.5372,0.2517
2024-10-14T10:27:47.034Z,-0.0883,-0.0321,-0.1024,0.4178,0.5352,0.2527
2024-10-14T10:27:47.045Z,-0.0583,-0.0882,-0.0997,0.4164,0.5340,0.2527
2024-10-14T10:27:47.054Z,-0.0667,-0.1361,-0.1014,0.4164,0.5340,0.2527
2024-10-14T10:27:47.064Z,-0.0966,-0.1529,-0.0923,0.4150,0.5328,0.2515
2024-10-14T10:27:47.074Z,-0.1496,-0.1239,-0.0793,0.4139,0.5311,0.2502
2024-10-14T10:27:47.085Z,-0.2325,-0.0711,-0.0805,0.4139,0.5311,0.2502
2024-10-14T10:27:47.095Z,-0.3434,-0.1537,-0.1223,0.4134,0.5275,0.2490
2024-10-14T10:27:47.104Z,-0.4027,0.0081,-0.0682,0.4133,0.5221,0.2482
2024-10-14T10:27:47.115Z,-0.4107,0.1300,-0.0248,0.4133,0.5221,0.2482
2024-10-14T10:27:47.124Z,-0.3635,0.0697,-0.0368,0.4145,0.5163,0.2493
2024-10-14T10:27:47.134Z,-0.2926,-0.0023,-0.0578,0.4150,0.5118,0.2498
2024-10-14T10:27:47.143Z,-0.2541,-0.0230,-0.0433,0.4150,0.5118,0.2498
2024-10-14T10:27:47.154Z,-0.2600,-0.0496,-0.0195,0.4154,0.5081,0.2495
