time,wx,wy,wz,yaw,pitch,roll
2024-10-14T10:26:47.341Z,-0.1411,-0.0423,-0.0309,0.1175,0.0784,-0.0202
2024-10-14T10:26:47.352Z,-0.0772,0.0122,-0.0411,0.1175,0.0784,-0.0202
2024-10-14T10:26:47.361Z,-0.0113,0.0800,-0.0420,0.1168,0.0778,-0.0193
2024-10-14T10:26:47.371Z,0.0317,0.1524,0.0131,0.1168,0.0782,-0.0168
2024-10-14T10:26:47.381Z,0.0590,0.2493,-0.0019,0.1168,0.0782,-0.0168
2024-10-14T10:26:47.391Z,0.0389,0.2878,-0.0124,0.1167,0.0790,-0.0127
2024-10-14T10:26:47.402Z,-0.0188,0.2786,-0.0155,0.1165,0.0786,-0.0083
2024-10-14T10:26:47.411Z,-0.1171,0.2644,-0.0241,0.1165,0.0786,-0.0083
2024-10-14T10:26:47.421Z,-0.2249,0.2486,-0.0335,0.1161,0.0760,-0.0044
2024-10-14T10:26:47.431Z,-0.3069,0.2222,-0.0495,0.1153,0.0715,-0.0010
2024-10-14T10:26:47.441Z,-0.3224,0.1736,-0.0634,0.1153,0.0715,-0.0010
2024-10-14T10:26:47.454Z,-0.1587,0.0799,-0.0357,0.1144,0.0672,0.0013
2024-10-14T10:26:47.461Z,-0.1587,0.0799,-0.0357,0.1139,0.0648,0.0027
2024-10-14T10:26:47.471Z,-0.0668,0.0861,0.0058,0.1139,0.0648,0.0027
2024-10-14T10:26:47.481Z,-0.0352,0.1455,0.0583,0.1144,0.0641,0.0045
2024-10-14T10:26:47.491Z,-0.0719,0.2269,0.0779,0.1155,0.0630,0.0078
2024-10-14T10:26:47.508Z,-0.1416,0.2513,0.0581,0.1155,0.0630,0.0078
2024-10-14T10:26:47.511Z,-0.2115,0.2202,0.0382,0.1162,0.0603,0.0114
2024-10-14T10:26:47.521Z,-0.2680,0.1538,0.0438,0.1169,0.0564,0.0137
2024-10-14T10:26:47.531Z,-0.3047,0.0730,0.0627,0.1169,0.0564,0.0137
2024-10-14T10:26:47.541Z,-0.3191,0.0392,0.0787,0.1180,0.0517,0.0146
2024-10-14T10:26:47.552Z,-0.3015,0.0758,0.0875,0.1194,0.0472,0.0158
2024-10-14T10:26:47.562Z,-0.2726,0.1531,0.0964,0.1194,0.0472,0.0158
2024-10-14T10:26:47.571Z,-0.2230,0.2009,0.1077,0.1209,0.0435,0.0185
2024-10-14T10:26:47.581Z,-0.1658,0.1754,0.1130,0.1227,0.0410,0.0210
2024-10-14T10:26:47.591Z,-0.1353,0.0691,0.1261,0.1227,0.0410,0.0210
2024-10-14T10:26:47.602Z,-0.1697,-0.0380,0.1198,0.1246,0.0388,0.0212
2024-10-14T10:26:47.611Z,-0.2659,-0.0955,0.1026,0.1263,0.0348,0.0199
2024-10-14T10:26:47.621Z,-0.3831,-0.1278,0.1090,0.1263,0.0348,0.0199
2024-10-14T10:26:47.631Z,-0.4860,-0.1334,0.1243,0.1282,0.0283,0.0179
2024-10-14T10:26:47.641Z,-0.5215,-0.1066,0.1175,0.1301,0.0207,0.0164
2024-10-14T10:26:47.652Z,-0.4558,-0.0571,0.1011,0.1301,0.0207,0.0164
2024-10-14T10:26:47.661Z,-0.3311,-0.0150,0.0826,0.1316,0.0148,0.0159
2024-10-14T10:26:47.671Z,-0.1860,0.0230,0.0728,0.1327,0.0120,0.0163
2024-10-14T10:26:47.681Z,-0.0750,0.0335,0.0685,0.1327,0.0120,0.0163
2024-10-14T10:26:47.691Z,-0.0487,-0.0029,0.0563,0.1337,0.0111,0.0166
2024-10-14T10:26:47.702Z,-0.0985,-0.0785,0.0472,0.1344,0.0096,0.0156
2024-10-14T10:26:47.711Z,-0.2082,-0.1267,0.0496,0.1344,0.0096,0.0156
2024-10-14T10:26:47.721Z,-0.3340,-0.1337,0.0475,0.1352,0.0055,0.0137
2024-10-14T10:26:47.731Z,-0.4210,-0.1175,0.0460,0.1360,-0.0008,0.0120
2024-10-14T10:26:47.741Z,-0.4603,-0.1220,0.0325,0.1360,-0.0008,0.0120
2024-10-14T10:26:47.752Z,-0.4407,-0.1063,0.0010,0.1363,-0.0076,0.0104
2024-10-14T10:26:47.761Z,-0.3770,-0.1054,-0.0484,0.1357,-0.0132,0.0088
2024-10-14T10:26:47.771Z,-0.3117,-0.1392,-0.0963,0.1357,-0.0132,0.0088
2024-10-14T10:26:47.781Z,-0.2839,-0.1582,-0.1164,0.1341,-0.0177,0.0066
2024-10-14T10:26:47.791Z,-0.3178,-0.1552,-0.1190,0.1323,-0.0226,0.0044
2024-10-14T10:26:47.804Z,-0.4461,-0.0688,-0.1230,0.1323,-0.0226,0.0044
2024-10-14T10:26:47.811Z,-0.4461,-0.0688,-0.1230,0.1305,-0.0289,0.0030
2024-10-14T10:26:47.821Z,-0.4684,-0.0288,-0.1102,0.1289,-0.0358,0.0025
2024-10-14T10:26:47.831Z,-0.4594,-0.0366,-0.0739,0.1289,-0.0358,0.0025
2024-10-14T10:26:47.841Z,-0.4243,-0.0024,-0.0355,0.1281,-0.0424,0.0023
2024-10-14T10:26:47.852Z,-0.3856,0.0964,-0.0167,0.1279,-0.0483,0.0038
2024-10-14T10:26:47.861Z,-0.3553,0.1850,0.0013,0.1279,-0.0483,0.0038
2024-10-14T10:26:47.871Z,-0.3180,0.2224,0.0088,0.1280,-0.0534,0.0069
2024-10-14T10:26:47.881Z,-0.2742,0.1955,0.0058,0.1281,-0.0575,0.0098
2024-10-14T10:26:47.891Z,-0.2577,0.1087,-0.0047,0.1281,-0.0575,0.0098
2024-10-14T10:26:47.901Z,-0.2884,0.0568,-0.0113,0.1280,-0.0616,0.0112
2024-10-14T10:26:47.911Z,-0.3438,0.0452,-0.0541,0.1272,-0.0668,0.0119
2024-10-14T10:26:47.921Z,-0.4004,0.0619,-0.1063,0.1272,-0.0668,0.0119
2024-10-14T10:26:47.931Z,-0.4468,0.0997,-0.1100,0.1257,-0.0732,0.0131
2024-10-14T10:26:47.941Z,-0.4616,0.1022,-0.0833,0.1246,-0.0801,0.0146
2024-10-14T10:26:47.952Z,-0.4538,0.0812,-0.0521,0.1246,-0.0801,0.0146
2024-10-14T10:26:47.961Z,-0.3711,0.0930,-0.0541,0.1238,-0.0863,0.0159
2024-10-14T10:26:47.971Z,-0.2576,0.1007,-0.0526,0.1231,-0.0902,0.0174
2024-10-14T10:26:47.981Z,-0.1630,0.0747,-0.0563,0.1231,-0.0902,0.0174
2024-10-14T10:26:47.991Z,-0.1354,0.0404,-0.0526,0.1223,-0.0924,0.0183
2024-10-14T10:26:48.001Z,-0.1479,0.0033,-0.0543,0.1216,-0.0947,0.0185
2024-10-14T10:26:48.011Z,-0.1829,0.0020,-0.0532,0.1216,-0.0947,0.0185
2024-10-14T10:26:48.021Z,-0.2271,0.0185,-0.0556,0.1208,-0.0978,0.0186
2024-10-14T10:26:48.031Z,-0.2579,0.0222,-0.0580,0.1200,-0.1016,0.0189
