time,yaw,pitch,roll
0.005890846252441406,-4.311,33.354,-4.002
0.006312847137451172,-4.267,33.383,-4.011
0.009739875793457031,-4.231,33.414,-4.002
0.019840717315673828,-4.199,33.444,-3.975
0.029811859130859375,-4.171,33.464,-3.95
0.03984785079956055,-4.152,33.461,-3.958
0.05073285102844238,-4.144,33.424,-3.996
0.05996894836425781,-4.146,33.357,-4.045
0.07004785537719727,-4.146,33.275,-4.096
0.07999992370605469,-4.143,33.194,-4.135
0.09033775329589844,-4.129,33.126,-4.167
0.10195088386535645,-4.105,33.073,-4.189
0.11033296585083008,-4.072,33.039,-4.21
0.12077999114990234,-4.032,33.026,-4.241
0.13049077987670898,-3.99,33.037,-4.277
0.1406087875366211,-3.949,33.07,-4.307
0.15177392959594727,-3.918,33.12,-4.331
0.16042470932006836,-3.897,33.173,-4.349
0.17069792747497559,-3.885,33.211,-4.363
0.18003582954406738,-3.882,33.223,-4.383
0.19007086753845215,-3.883,33.208,-4.405
0.200178861618042,-3.885,33.177,-4.432
0.20990800857543945,-3.888,33.139,-4.454
0.22011280059814453,-3.895,33.108,-4.462
0.23015499114990234,-3.909,33.095,-4.454
0.24028873443603516,-3.932,33.109,-4.428
0.2512838840484619,-3.957,33.158,-4.381
0.2604498863220215,-3.982,33.241,-4.312
0.2707679271697998,-4.005,33.341,-4.234
0.2806699275970459,-4.031,33.437,-4.16
0.29051780700683594,-4.06,33.509,-4.101
0.3018937110900879,-4.085,33.549,-4.066
0.3105919361114502,-4.1,33.559,-4.058
0.3206510543823242,-4.106,33.547,-4.062
0.330488920211792,-4.101,33.526,-4.071
0.3405580520629883,-4.089,33.512,-4.085
0.3519299030303955,-4.076,33.517,-4.102
0.3606729507446289,-4.069,33.545,-4.12
0.3708457946777344,-4.072,33.59,-4.12
0.38053393363952637,-4.086,33.647,-4.095
0.3908238410949707,-4.102,33.71,-4.05
0.4018130302429199,-4.114,33.768,-4.0
0.4108610153198242,-4.125,33.809,-3.968
0.4205749034881592,-4.138,33.823,-3.957
0.43071985244750977,-4.153,33.808,-3.96
0.4408738613128662,-4.163,33.781,-3.975
0.452028751373291,-4.167,33.753,-3.989
0.4607539176940918,-4.165,33.731,-3.992
0.4708988666534424,-4.163,33.724,-3.98
0.4807620048522949,-4.164,33.734,-3.954
0.49088096618652344,-4.169,33.758,-3.924
0.5020158290863037,-4.183,33.79,-3.893
0.5108308792114258,-4.207,33.821,-3.856
0.5268917083740234,-4.238,33.845,-3.819
0.5306508541107178,-4.27,33.859,-3.792
0.5407290458679199,-4.304,33.863,-3.78
0.5513887405395508,-4.333,33.863,-3.772
0.5609288215637207,-4.352,33.861,-3.764
0.5710077285766602,-4.366,33.856,-3.746
0.5809519290924072,-4.377,33.843,-3.717
0.5911118984222412,-4.383,33.825,-3.693
0.6023097038269043,-4.384,33.804,-3.686
0.610994815826416,-4.38,33.785,-3.705
0.621147871017456,-4.375,33.775,-3.737
0.6310787200927734,-4.368,33.781,-3.767
0.641077995300293,-4.358,33.804,-3.787
0.6524288654327393,-4.347,33.843,-3.8
0.6610598564147949,-4.335,33.89,-3.811
0.671104907989502,-4.324,33.931,-3.819
0.681035041809082,-4.319,33.957,-3.828
0.6912097930908203,-4.316,33.964,-3.842
0.7022278308868408,-4.31,33.963,-3.858
0.7110357284545898,-4.3,33.961,-3.871
0.7211637496948242,-4.29,33.969,-3.881
0.7310867309570312,-4.286,33.991,-3.885
0.7411458492279053,-4.289,34.031,-3.888
0.7523260116577148,-4.304,34.084,-3.892
0.7610549926757812,-4.327,34.143,-3.891
0.7712109088897705,-4.354,34.206,-3.879
0.7812399864196777,-4.382,34.271,-3.85
0.7912898063659668,-4.41,34.333,-3.811
0.8021197319030762,-4.435,34.384,-3.769
0.811161994934082,-4.457,34.415,-3.742
0.8213279247283936,-4.467,34.431,-3.743
0.8311789035797119,-4.465,34.432,-3.765
0.8413279056549072,-4.452,34.426,-3.798
0.8525829315185547,-4.435,34.424,-3.84
0.8611607551574707,-4.419,34.434,-3.884
0.8714718818664551,-4.407,34.456,-3.927
0.8813538551330566,-4.407,34.489,-3.958
0.8914647102355957,-4.416,34.527,-3.967
0.902540922164917,-4.414,34.586,-3.944
0.9112930297851562,-4.402,34.643,-3.852
0.9213948249816895,-4.393,34.675,-3.756
0.9313628673553467,-4.386,34.666,-3.713
0.941490888595581,-4.389,34.616,-3.736
0.9527339935302734,-4.386,34.546,-3.793
0.9613137245178223,-4.375,34.482,-3.835
0.971524715423584,-4.36,34.438,-3.836
0.9814438819885254,-4.351,34.423,-3.802
0.9915018081665039,-4.355,34.439,-3.751
1.0025198459625244,-4.375,34.479,-3.69
1.0114140510559082,-4.399,34.535,-3.632
1.0216150283813477,-4.417,34.594,-3.576
1.031425952911377,-4.428,34.642,-3.528
1.0415098667144775,-4.431,34.666,-3.497
1.0525517463684082,-4.426,34.659,-3.489
1.0615339279174805,-4.416,34.624,-3.497
1.071619987487793,-4.405,34.571,-3.507
1.0815668106079102,-4.391,34.518,-3.515
1.0915558338165283,-4.375,34.479,-3.516
1.102895736694336,-4.358,34.463,-3.508
1.1115517616271973,-4.34,34.468,-3.494
1.1216099262237549,-4.322,34.487,-3.48
1.1315879821777344,-4.308,34.507,-3.473
1.1418018341064453,-4.3,34.522,-3.469
1.1525678634643555,-4.297,34.53,-3.47
1.1615819931030273,-4.294,34.531,-3.477
1.1718299388885498,-4.288,34.526,-3.486
1.1816487312316895,-4.283,34.518,-3.501
1.1918308734893799,-4.279,34.506,-3.521
1.2029180526733398,-4.279,34.497,-3.547
1.2117290496826172,-4.281,34.496,-3.578
1.2218270301818848,-4.283,34.504,-3.603
1.2316808700561523,-4.282,34.521,-3.617
1.2418060302734375,-4.283,34.544,-3.618
1.252680778503418,-4.281,34.57,-3.608
1.2617979049682617,-4.276,34.59,-3.597
1.2720928192138672,-4.272,34.601,-3.587
1.2817707061767578,-4.271,34.599,-3.583
1.2918758392333984,-4.273,34.588,-3.582
1.30295991897583,-4.274,34.572,-3.585
1.311823844909668,-4.27,34.553,-3.587
1.3218779563903809,-4.259,34.53,-3.59
1.3318138122558594,-4.243,34.507,-3.602
1.3418607711791992,-4.224,34.487,-3.621
1.3527469635009766,-4.202,34.478,-3.643
1.361825942993164,-4.179,34.482,-3.662
1.371992826461792,-4.163,34.495,-3.673
1.3818378448486328,-4.16,34.508,-3.665
1.3920717239379883,-4.169,34.517,-3.637
1.4030048847198486,-4.183,34.519,-3.603
1.4119799137115479,-4.193,34.51,-3.567
1.422226905822754,-4.192,34.489,-3.536
1.4321339130401611,-4.178,34.457,-3.517
1.442133903503418,-4.157,34.416,-3.516
1.453052043914795,-4.134,34.375,-3.534
1.4621129035949707,-4.112,34.342,-3.576
1.472200870513916,-4.094,34.322,-3.623
1.4820489883422852,-4.084,34.32,-3.651
1.4922609329223633,-4.08,34.342,-3.647
1.5031938552856445,-4.078,34.384,-3.611
1.5122389793395996,-4.081,34.427,-3.552
1.522216796875,-4.089,34.462,-3.492
1.5321297645568848,-4.094,34.489,-3.447
1.5421628952026367,-4.092,34.507,-3.433
1.553332805633545,-4.082,34.518,-3.446
1.5621998310089111,-4.072,34.52,-3.469
1.5779478549957275,-4.064,34.514,-3.486
1.5819268226623535,-4.056,34.506,-3.491
1.5920119285583496,-4.041,34.495,-3.489
1.602599859237671,-4.02,34.483,-3.485
1.6122970581054688,-3.999,34.467,-3.481
1.6222987174987793,-3.978,34.445,-3.478
1.6322927474975586,-3.954,34.421,-3.474
1.6422920227050781,-3.93,34.401,-3.47
1.6535120010375977,-3.905,34.39,-3.456
1.6623868942260742,-3.875,34.384,-3.426
1.6723918914794922,-3.85,34.385,-3.39
1.6824359893798828,-3.84,34.389,-3.352
1.6924667358398438,-3.845,34.394,-3.313
1.7034087181091309,-3.86,34.395,-3.275
1.7124218940734863,-3.874,34.385,-3.25
1.7225008010864258,-3.877,34.359,-3.243
1.7325019836425781,-3.864,34.321,-3.256
1.7424829006195068,-3.836,34.286,-3.279
1.75380277633667,-3.794,34.258,-3.298
1.7624719142913818,-3.749,34.24,-3.318
1.7725787162780762,-3.714,34.227,-3.336
1.7826647758483887,-3.686,34.223,-3.35
1.7920207977294922,-3.667,34.229,-3.375
1.8019447326660156,-3.662,34.242,-3.401
1.8118069171905518,-3.671,34.265,-3.433
1.8225579261779785,-3.685,34.299,-3.47
1.832533836364746,-3.704,34.341,-3.494
1.8425307273864746,-3.724,34.391,-3.509
1.8537087440490723,-3.742,34.433,-3.52
1.8625578880310059,-3.76,34.449,-3.517
1.872647762298584,-3.777,34.425,-3.502
1.8826169967651367,-3.783,34.364,-3.484
1.8925600051879883,-3.768,34.279,-3.486
1.9043989181518555,-3.74,34.184,-3.512
1.9127368927001953,-3.706,34.095,-3.554
1.9228458404541016,-3.67,34.027,-3.606
1.932755947113037,-3.636,33.986,-3.657
1.9427058696746826,-3.606,33.981,-3.693
1.9537138938903809,-3.58,34.007,-3.707
1.9625558853149414,-3.557,34.055,-3.696
1.972743034362793,-3.535,34.111,-3.67
