IoU,accuracy,loss,val_IoU,val_accuracy,val_loss
0.4660346508026123,0.8641997575759888,0.8809044361114502,0.46362006664276123,0.9275244474411011,0.5045104622840881
0.4660346508026123,0.8822623491287231,0.22831229865550995,0.46362006664276123,0.6807177662849426,0.534973680973053
0.4660346508026123,0.8901658654212952,0.17783764004707336,0.46362006664276123,0.8238498568534851,0.3825908303260803
0.4660346508026123,0.8973081707954407,0.14381976425647736,0.46362006664276123,0.800489068031311,0.448598712682724
0.4660346508026123,0.8971201777458191,0.14362365007400513,0.46362006664276123,0.9209091663360596,0.23740693926811218
0.4660346508026123,0.9041067957878113,0.11686486005783081,0.46362006664276123,0.8950937390327454,0.2680015563964844
0.4660356640815735,0.906364917755127,0.10472533851861954,0.46362006664276123,0.8872042298316956,0.2872590124607086
0.4660346508026123,0.9085021615028381,0.09462383389472961,0.46362006664276123,0.9628366827964783,0.1258317083120346
0.4660359025001526,0.9086062908172607,0.09380500763654709,0.46362006664276123,0.9607509970664978,0.10436833649873734
0.4660738408565521,0.9123774766921997,0.07950259000062943,0.46362006664276123,0.8792502880096436,0.27280139923095703
0.46603548526763916,0.9126182198524475,0.07701217383146286,0.46362006664276123,0.9707158207893372,0.07710810005664825
0.4660346508026123,0.912272572517395,0.07748334109783173,0.46362006664276123,0.9729649424552917,0.07921762019395828
0.46604520082473755,0.9147146940231323,0.06892181932926178,0.46362006664276123,0.9783151745796204,0.05382327362895012
0.466042160987854,0.9159228205680847,0.06358060985803604,0.46362006664276123,0.9070950150489807,0.25903233885765076
0.46603453159332275,0.9165508151054382,0.061120305210351944,0.46362006664276123,0.9674146771430969,0.08589731901884079
0.46603450179100037,0.9162042140960693,0.06115696206688881,0.46362006664276123,0.9621034860610962,0.09864148497581482
0.4660734534263611,0.9174147844314575,0.05751318484544754,0.46362006664276123,0.9708179831504822,0.079596146941185
0.4662259817123413,0.9171246290206909,0.05915091559290886,0.46362006664276123,0.949123203754425,0.12950506806373596
0.46604666113853455,0.9174972772598267,0.055890895426273346,0.46362006664276123,0.9636157155036926,0.09030470997095108
0.4660853445529938,0.9179511070251465,0.054000262171030045,0.46362006664276123,0.9499470591545105,0.13729122281074524
0.4662586450576782,0.9197530746459961,0.04729108512401581,0.46362006664276123,0.9677065014839172,0.08988743275403976
0.4684223234653473,0.9202069044113159,0.04510065168142319,0.46362006664276123,0.9717488884925842,0.08411616832017899
0.4671125113964081,0.9205244183540344,0.04418846219778061,0.46362006664276123,0.9555779695510864,0.12739457190036774
0.46767815947532654,0.9204283356666565,0.043905358761548996,0.46364274621009827,0.9702304005622864,0.09597627818584442
0.4686625599861145,0.9199408888816833,0.04573892802000046,0.4636601507663727,0.9719998240470886,0.0718555673956871
0.46741005778312683,0.9208459258079529,0.0424492210149765,0.46362006664276123,0.9747396111488342,0.08021045476198196
0.4729016125202179,0.9213962554931641,0.04003758728504181,0.46362006664276123,0.9721081852912903,0.1253976672887802
0.46708571910858154,0.9212000966072083,0.04086367040872574,0.46362006664276123,0.967836856842041,0.0890379473567009
0.4709809422492981,0.9217333197593689,0.03898238018155098,0.4640006422996521,0.9680001735687256,0.08862616866827011
0.47424426674842834,0.9218198657035828,0.03796149417757988,0.47082677483558655,0.9519460797309875,0.14914432168006897
0.47419309616088867,0.9205214381217957,0.04318990185856819,0.46592873334884644,0.9788606762886047,0.07228168845176697
0.4752984941005707,0.9221303462982178,0.037506625056266785,0.46366843581199646,0.9626531600952148,0.12919916212558746
0.4792306125164032,0.9222477674484253,0.036209624260663986,0.46362006664276123,0.9750951528549194,0.08356764167547226
0.48022332787513733,0.9225172996520996,0.03548610582947731,0.46375772356987,0.9736038446426392,0.08514244109392166
0.4747953414916992,0.9224656224250793,0.03579045087099075,0.4636351764202118,0.933085560798645,0.17928916215896606
0.4769834578037262,0.9221248626708984,0.03661847114562988,0.4692027270793915,0.9749630093574524,0.07851380109786987
0.49123290181159973,0.9228609800338745,0.033708054572343826,0.47544199228286743,0.9774818420410156,0.06827571988105774
0.49965450167655945,0.9229462146759033,0.03373482823371887,0.46429988741874695,0.9751365184783936,0.0793057233095169
0.4842536151409149,0.9228935837745667,0.03388169780373573,0.4641236364841461,0.936578094959259,0.21110916137695312
0.48628702759742737,0.9229546189308167,0.03312975540757179,0.47861844301223755,0.9771184921264648,0.08938130736351013
0.49174603819847107,0.9232242107391357,0.032721832394599915,0.46436479687690735,0.9767398238182068,0.07608821243047714
0.49339044094085693,0.9226005673408508,0.03407208248972893,0.46667349338531494,0.9795618653297424,0.07934318482875824
0.5246805548667908,0.9237196445465088,0.030948642641305923,0.46435311436653137,0.9758426547050476,0.07727658003568649
0.5104968547821045,0.9223034977912903,0.03629172965884209,0.4984265863895416,0.9797689914703369,0.07046911865472794
0.48967525362968445,0.9228394031524658,0.03429495170712471,0.4697634279727936,0.9744939208030701,0.07561665028333664
0.5221086740493774,0.9236619472503662,0.030629131942987442,0.5164245963096619,0.9815656542778015,0.06447559595108032
0.5017262101173401,0.9238744378089905,0.029895475134253502,0.46884146332740784,0.9752885699272156,0.07878541946411133
0.5102023482322693,0.9242101907730103,0.028362484648823738,0.48477157950401306,0.980846107006073,0.0722423791885376
0.5090131163597107,0.9237744808197021,0.030516453087329865,0.5041515827178955,0.9769336581230164,0.08245726674795151
0.5024095773696899,0.9209615588188171,0.04210851341485977,0.46367600560188293,0.9394346475601196,0.16355115175247192
0.46865999698638916,0.9213601350784302,0.04007820039987564,0.46362006664276123,0.9697641730308533,0.08278337121009827
0.47799038887023926,0.9234606623649597,0.03147406876087189,0.4695096015930176,0.960719645023346,0.11563537269830704
0.469765305519104,0.9212002158164978,0.04043060913681984,0.46464860439300537,0.9696864485740662,0.09374310076236725
0.47419077157974243,0.9236317276954651,0.030744533985853195,0.4636291265487671,0.9781641364097595,0.07383928447961807
0.4767155051231384,0.9243102073669434,0.028388256207108498,0.4638802111148834,0.9783445596694946,0.07151294499635696
0.4830600619316101,0.9245536923408508,0.027110237628221512,0.46362006664276123,0.9776378273963928,0.07324344664812088
0.47880643606185913,0.9245423674583435,0.027418730780482292,0.46409425139427185,0.9712278842926025,0.09558150172233582
0.4913041591644287,0.9245587587356567,0.02720142900943756,0.4659419059753418,0.9782552719116211,0.07865601778030396
0.4861997067928314,0.9247499704360962,0.026101065799593925,0.4705698490142822,0.9762206077575684,0.08663599193096161
0.4907744526863098,0.9248476624488831,0.026182010769844055,0.4707375168800354,0.9774941205978394,0.08003976196050644
0.49240168929100037,0.9251601099967957,0.024912260472774506,0.48297470808029175,0.975062906742096,0.10688504576683044
0.4858236312866211,0.9228087067604065,0.03511298820376396,0.46366316080093384,0.9746150374412537,0.08655275404453278
0.4752432107925415,0.9238808751106262,0.03007110022008419,0.46362006664276123,0.9678099155426025,0.10985157638788223
0.4950947165489197,0.9242690801620483,0.027968691661953926,0.4721846580505371,0.9721101522445679,0.09376473724842072
0.498334676027298,0.9251750707626343,0.02475687302649021,0.46970146894454956,0.9773238897323608,0.0855184942483902
0.5038363933563232,0.9254048466682434,0.02377677895128727,0.46720805764198303,0.977410078048706,0.087948739528656
0.5005115866661072,0.9256231784820557,0.023199161514639854,0.4664019048213959,0.980163037776947,0.07777420431375504
0.5014517903327942,0.9255441427230835,0.023487044498324394,0.4653964042663574,0.974456787109375,0.09448163211345673
0.48731711506843567,0.9252184629440308,0.024335503578186035,0.47215938568115234,0.9656599164009094,0.13781890273094177
0.49761179089546204,0.925028383731842,0.025468505918979645,0.46382853388786316,0.9788384437561035,0.07427757233381271
0.4855538308620453,0.9256359338760376,0.023005221039056778,0.4693327844142914,0.9793128967285156,0.08144831657409668
0.49236392974853516,0.9258084297180176,0.022467629984021187,0.4743856191635132,0.9760324358940125,0.08829232305288315
0.5004876255989075,0.9259965419769287,0.021978020668029785,0.46872010827064514,0.9790830016136169,0.08749860525131226
0.4934667944908142,0.9260890483856201,0.021827150136232376,0.48023757338523865,0.9666553139686584,0.16268348693847656
0.49093493819236755,0.9256702065467834,0.023544909432530403,0.4636518061161041,0.9691932201385498,0.11396588385105133
0.4958646297454834,0.9232001304626465,0.03267352283000946,0.47004234790802,0.9701188802719116,0.09801840782165527
0.5128524899482727,0.9247490763664246,0.02662740834057331,0.49013739824295044,0.9781263470649719,0.07988513261079788
0.5084706544876099,0.925102710723877,0.02513158693909645,0.4773106575012207,0.9771137833595276,0.10214158147573471
0.49777835607528687,0.9252599477767944,0.02460559830069542,0.482740193605423,0.9757351279258728,0.10388850420713425
0.4815734624862671,0.9182250499725342,0.05255173519253731,0.46362006664276123,0.9622237682342529,0.1292920708656311
0.4884190261363983,0.9221547245979309,0.036901261657476425,0.46362006664276123,0.9737180471420288,0.12436437606811523
0.4728124439716339,0.9234217405319214,0.03160933405160904,0.4638628363609314,0.9828752875328064,0.05496508255600929
0.47513696551322937,0.9248768091201782,0.02654164656996727,0.46374937891960144,0.9774729013442993,0.08291668444871902
0.47186145186424255,0.924725353717804,0.026601644232869148,0.4637282192707062,0.976469099521637,0.10017689317464828
0.47652339935302734,0.9254117012023926,0.02433263137936592,0.46922144293785095,0.9722537398338318,0.10579416155815125
0.482531875371933,0.9255140423774719,0.02371850796043873,0.4717106819152832,0.953421413898468,0.20671333372592926
0.489000141620636,0.9258023500442505,0.022530175745487213,0.4785423278808594,0.9502232670783997,0.26974692940711975
0.4728173017501831,0.9253547191619873,0.024554280564188957,0.46495047211647034,0.9787789583206177,0.08060436695814133
0.4802881181240082,0.926125168800354,0.021477781236171722,0.46483922004699707,0.9773209095001221,0.09285494685173035
0.487695574760437,0.9263620972633362,0.02066204883158207,0.46840840578079224,0.9765373468399048,0.09574884921312332
0.4913710057735443,0.9264484643936157,0.0201218593865633,0.47129058837890625,0.9757406115531921,0.10138539224863052
0.4934753477573395,0.9265244603157043,0.019892729818820953,0.47339582443237305,0.9773592352867126,0.09543710947036743
0.49281904101371765,0.9265873432159424,0.019593648612499237,0.47229984402656555,0.9762020707130432,0.10147005319595337
0.4970826804637909,0.9266126751899719,0.019578466191887856,0.4711708426475525,0.9774453639984131,0.10057447850704193
0.49860289692878723,0.9266225695610046,0.01938272826373577,0.47539854049682617,0.9781854152679443,0.09584992378950119
0.5032625198364258,0.9266964793205261,0.019274240359663963,0.47564971446990967,0.976703941822052,0.09314198046922684
0.49977558851242065,0.9267271757125854,0.019008856266736984,0.47624900937080383,0.9765974283218384,0.1055142804980278
0.5001469850540161,0.9267821311950684,0.018666330724954605,0.47152984142303467,0.9787669777870178,0.09140028059482574
0.4981105327606201,0.9268220663070679,0.018566254526376724,0.48197832703590393,0.976531982421875,0.10400155186653137
0.5047268271446228,0.9267553091049194,0.018957238644361496,0.4797995090484619,0.9803292751312256,0.08876146376132965
